2025-12-31 19:15:04,869 [DEBUG] Response: 200 https://sqs.us-east-1.amazonaws.com/668920780829/495c887663f12f22ac494593d8313ff0d63326d41c0e179febde860e0279c81b/?Action=ReceiveMessage&Version=2012-11-05&MaxNumberOfMessages=1&AttributeName.1=All&WaitTimeSeconds=20 [headers: {'x-amzn-RequestId': '6b59c808-7394-5f67-8753-a9c70bf08ae1', 'Date': 'Wed, 31 Dec 2025 19:15:04 GMT', 'Content-Type': 'text/xml', 'Content-Length': '240', 'connection': 'keep-alive'}]
2025-12-31 19:30:26,656 [DEBUG] Response: 200 https://sqs.us-east-1.amazonaws.com/668920780829/495c887663f12f22ac494593d8313ff0d63326d41c0e179febde860e0279c81b/?Action=ReceiveMessage&Version=2012-11-05&MaxNumberOfMessages=1&AttributeName.1=All&WaitTimeSeconds=20 [headers: {'x-amzn-RequestId': '9947c1fb-8601-57f1-a580-a034fdffd266', 'Date': 'Wed, 31 Dec 2025 19:30:26 GMT', 'Content-Type': 'text/xml', 'Content-Length': '240', 'connection': 'keep-alive'}]
2025-12-31 19:30:32,789 [DEBUG] Response: 200 https://cloudformation.us-east-1.amazonaws.com/?Action=GetListenerCredentials&StackName=arn%3Aaws%3Acloudformation%3Aus-east-1%3A188701360622%3Astack%2Fawseb-e-5v3xfbcd6t-stack%2Fd5e7eea0-e5df-11f0-a0e2-0e2ff02919a1&ContentType=JSON [headers: {'x-amzn-RequestId': 'a74162a8-140a-497f-9a77-71e7fe8b8818', 'Date': 'Wed, 31 Dec 2025 19:30:32 GMT', 'Content-Type': 'application/json', 'Content-Length': '1324', 'connection': 'keep-alive'}]
2025-12-31 19:30:37,699 [DEBUG] Response: 200 https://cloudformation.us-east-1.amazonaws.com/?Action=DescribeStackResource&LogicalResourceId=AWSEBAutoScalingGroup&ContentType=JSON&StackName=arn%3Aaws%3Acloudformation%3Aus-east-1%3A188701360622%3Astack%2Fawseb-e-5v3xfbcd6t-stack%2Fd5e7eea0-e5df-11f0-a0e2-0e2ff02919a1&Version=2010-05-15 [headers: {'x-amzn-RequestId': '4d24d31f-22f5-47c0-a97a-1c4f18651cce', 'Date': 'Wed, 31 Dec 2025 19:30:37 GMT', 'Content-Type': 'application/json', 'Content-Length': '22518', 'connection': 'keep-alive'}]
2025-12-31 19:30:38,030 [DEBUG] Response: 200 https://cloudformation.us-east-1.amazonaws.com/?Action=DescribeStackResource&LogicalResourceId=AWSEBBeanstalkMetadata&ContentType=JSON&StackName=arn%3Aaws%3Acloudformation%3Aus-east-1%3A188701360622%3Astack%2Fawseb-e-5v3xfbcd6t-stack%2Fd5e7eea0-e5df-11f0-a0e2-0e2ff02919a1&Version=2010-05-15 [headers: {'x-amzn-RequestId': '989c2f19-3ac5-4c5d-bab6-6467b484a634', 'Date': 'Wed, 31 Dec 2025 19:30:38 GMT', 'Content-Type': 'application/json', 'Content-Length': '4272', 'connection': 'keep-alive'}]
2025-12-31 19:30:46,684 [DEBUG] Response: 200 https://sqs.us-east-1.amazonaws.com/668920780829/495c887663f12f22ac494593d8313ff0d63326d41c0e179febde860e0279c81b/?Action=ReceiveMessage&Version=2012-11-05&MaxNumberOfMessages=1&AttributeName.1=All&WaitTimeSeconds=20 [headers: {'x-amzn-RequestId': '1e08f1a3-5f51-53bc-896c-906c2343b6dc', 'Date': 'Wed, 31 Dec 2025 19:30:46 GMT', 'Content-Type': 'text/xml', 'Content-Length': '240', 'connection': 'keep-alive'}]
2025-12-31 19:31:06,713 [DEBUG] Response: 200 https://sqs.us-east-1.amazonaws.com/668920780829/495c887663f12f22ac494593d8313ff0d63326d41c0e179febde860e0279c81b/?Action=ReceiveMessage&Version=2012-11-05&MaxNumberOfMessages=1&AttributeName.1=All&WaitTimeSeconds=20 [headers: {'x-amzn-RequestId': '000b895d-f133-50ae-b0b3-e8928d15760d', 'Date': 'Wed, 31 Dec 2025 19:31:06 GMT', 'Content-Type': 'text/xml', 'Content-Length': '240', 'connection': 'keep-alive'}]
2025-12-31 19:31:17,290 [DEBUG] Response: 200 https://cloudformation.us-east-1.amazonaws.com/?Action=DescribeStackResource&LogicalResourceId=AWSEBAutoScalingGroup&ContentType=JSON&StackName=arn%3Aaws%3Acloudformation%3Aus-east-1%3A188701360622%3Astack%2Fawseb-e-5v3xfbcd6t-stack%2Fd5e7eea0-e5df-11f0-a0e2-0e2ff02919a1&Version=2010-05-15 [headers: {'x-amzn-RequestId': '086347d5-f071-473a-aedd-809fb93015ec', 'Date': 'Wed, 31 Dec 2025 19:31:17 GMT', 'Content-Type': 'application/json', 'Content-Length': '22518', 'connection': 'keep-alive'}]
2025-12-31 19:31:17,601 [DEBUG] Response: 200 https://cloudformation.us-east-1.amazonaws.com/?Action=DescribeStackResource&LogicalResourceId=AWSEBBeanstalkMetadata&ContentType=JSON&StackName=arn%3Aaws%3Acloudformation%3Aus-east-1%3A188701360622%3Astack%2Fawseb-e-5v3xfbcd6t-stack%2Fd5e7eea0-e5df-11f0-a0e2-0e2ff02919a1&Version=2010-05-15 [headers: {'x-amzn-RequestId': '7d6f3f5d-bf36-4b33-b0bf-10def3b063f4', 'Date': 'Wed, 31 Dec 2025 19:31:17 GMT', 'Content-Type': 'application/json', 'Content-Length': '4272', 'connection': 'keep-alive'}]
2025-12-31 19:31:26,738 [DEBUG] Response: 200 https://sqs.us-east-1.amazonaws.com/668920780829/495c887663f12f22ac494593d8313ff0d63326d41c0e179febde860e0279c81b/?Action=ReceiveMessage&Version=2012-11-05&MaxNumberOfMessages=1&AttributeName.1=All&WaitTimeSeconds=20 [headers: {'x-amzn-RequestId': 'f82e976f-e226-5d65-8c01-f6a09e1c8a41', 'Date': 'Wed, 31 Dec 2025 19:31:26 GMT', 'Content-Type': 'text/xml', 'Content-Length': '240', 'connection': 'keep-alive'}]
2025-12-31 19:31:46,767 [DEBUG] Response: 200 https://sqs.us-east-1.amazonaws.com/668920780829/495c887663f12f22ac494593d8313ff0d63326d41c0e179febde860e0279c81b/?Action=ReceiveMessage&Version=2012-11-05&MaxNumberOfMessages=1&AttributeName.1=All&WaitTimeSeconds=20 [headers: {'x-amzn-RequestId': '119a63d7-c5dc-565f-a28e-0218b99262ff', 'Date': 'Wed, 31 Dec 2025 19:31:46 GMT', 'Content-Type': 'text/xml', 'Content-Length': '240', 'connection': 'keep-alive'}]
2025-12-31 19:31:56,519 [DEBUG] Response: 200 https://cloudformation.us-east-1.amazonaws.com/?Action=DescribeStackResource&LogicalResourceId=AWSEBAutoScalingGroup&ContentType=JSON&StackName=arn%3Aaws%3Acloudformation%3Aus-east-1%3A188701360622%3Astack%2Fawseb-e-5v3xfbcd6t-stack%2Fd5e7eea0-e5df-11f0-a0e2-0e2ff02919a1&Version=2010-05-15 [headers: {'x-amzn-RequestId': 'ebf997a2-2fe1-491e-8302-cb828ddc3880', 'Date': 'Wed, 31 Dec 2025 19:31:56 GMT', 'Content-Type': 'application/json', 'Content-Length': '22518', 'connection': 'keep-alive'}]
2025-12-31 19:31:56,830 [DEBUG] Response: 200 https://cloudformation.us-east-1.amazonaws.com/?Action=DescribeStackResource&LogicalResourceId=AWSEBBeanstalkMetadata&ContentType=JSON&StackName=arn%3Aaws%3Acloudformation%3Aus-east-1%3A188701360622%3Astack%2Fawseb-e-5v3xfbcd6t-stack%2Fd5e7eea0-e5df-11f0-a0e2-0e2ff02919a1&Version=2010-05-15 [headers: {'x-amzn-RequestId': '14afd43f-59ce-4de4-a97b-20ef1c3e5114', 'Date': 'Wed, 31 Dec 2025 19:31:56 GMT', 'Content-Type': 'application/json', 'Content-Length': '4272', 'connection': 'keep-alive'}]
2025-12-31 19:32:06,793 [DEBUG] Response: 200 https://sqs.us-east-1.amazonaws.com/668920780829/495c887663f12f22ac494593d8313ff0d63326d41c0e179febde860e0279c81b/?Action=ReceiveMessage&Version=2012-11-05&MaxNumberOfMessages=1&AttributeName.1=All&WaitTimeSeconds=20 [headers: {'x-amzn-RequestId': '8092fbb5-b920-52ee-8776-9a7ac542d3e5', 'Date': 'Wed, 31 Dec 2025 19:32:06 GMT', 'Content-Type': 'text/xml', 'Content-Length': '240', 'connection': 'keep-alive'}]
2025-12-31 19:32:26,824 [DEBUG] Response: 200 https://sqs.us-east-1.amazonaws.com/668920780829/495c887663f12f22ac494593d8313ff0d63326d41c0e179febde860e0279c81b/?Action=ReceiveMessage&Version=2012-11-05&MaxNumberOfMessages=1&AttributeName.1=All&WaitTimeSeconds=20 [headers: {'x-amzn-RequestId': '266649ac-bd6f-5f6c-aabe-2863c1199f4c', 'Date': 'Wed, 31 Dec 2025 19:32:26 GMT', 'Content-Type': 'text/xml', 'Content-Length': '240', 'connection': 'keep-alive'}]
2025-12-31 19:32:35,785 [DEBUG] Response: 200 https://cloudformation.us-east-1.amazonaws.com/?Action=DescribeStackResource&LogicalResourceId=AWSEBAutoScalingGroup&ContentType=JSON&StackName=arn%3Aaws%3Acloudformation%3Aus-east-1%3A188701360622%3Astack%2Fawseb-e-5v3xfbcd6t-stack%2Fd5e7eea0-e5df-11f0-a0e2-0e2ff02919a1&Version=2010-05-15 [headers: {'x-amzn-RequestId': 'f000d41f-46a4-498a-82bd-600178ae5c8e', 'Date': 'Wed, 31 Dec 2025 19:32:35 GMT', 'Content-Type': 'application/json', 'Content-Length': '22518', 'connection': 'keep-alive'}]
2025-12-31 19:32:36,088 [DEBUG] Response: 200 https://cloudformation.us-east-1.amazonaws.com/?Action=DescribeStackResource&LogicalResourceId=AWSEBBeanstalkMetadata&ContentType=JSON&StackName=arn%3Aaws%3Acloudformation%3Aus-east-1%3A188701360622%3Astack%2Fawseb-e-5v3xfbcd6t-stack%2Fd5e7eea0-e5df-11f0-a0e2-0e2ff02919a1&Version=2010-05-15 [headers: {'x-amzn-RequestId': '21b20e2c-511b-4bc9-b8ac-6e4ee9820f2a', 'Date': 'Wed, 31 Dec 2025 19:32:36 GMT', 'Content-Type': 'application/json', 'Content-Length': '4272', 'connection': 'keep-alive'}]
2025-12-31 19:32:46,856 [DEBUG] Response: 200 https://sqs.us-east-1.amazonaws.com/668920780829/495c887663f12f22ac494593d8313ff0d63326d41c0e179febde860e0279c81b/?Action=ReceiveMessage&Version=2012-11-05&MaxNumberOfMessages=1&AttributeName.1=All&WaitTimeSeconds=20 [headers: {'x-amzn-RequestId': 'c9338242-910f-5368-958e-e38ded85a334', 'Date': 'Wed, 31 Dec 2025 19:32:46 GMT', 'Content-Type': 'text/xml', 'Content-Length': '240', 'connection': 'keep-alive'}]
2025-12-31 19:33:06,883 [DEBUG] Response: 200 https://sqs.us-east-1.amazonaws.com/668920780829/495c887663f12f22ac494593d8313ff0d63326d41c0e179febde860e0279c81b/?Action=ReceiveMessage&Version=2012-11-05&MaxNumberOfMessages=1&AttributeName.1=All&WaitTimeSeconds=20 [headers: {'x-amzn-RequestId': '14b10c0a-e1bd-5d16-8e25-6dc59d2314bb', 'Date': 'Wed, 31 Dec 2025 19:33:06 GMT', 'Content-Type': 'text/xml', 'Content-Length': '240', 'connection': 'keep-alive'}]
2025-12-31 19:33:14,840 [DEBUG] Response: 200 https://cloudformation.us-east-1.amazonaws.com/?Action=DescribeStackResource&LogicalResourceId=AWSEBAutoScalingGroup&ContentType=JSON&StackName=arn%3Aaws%3Acloudformation%3Aus-east-1%3A188701360622%3Astack%2Fawseb-e-5v3xfbcd6t-stack%2Fd5e7eea0-e5df-11f0-a0e2-0e2ff02919a1&Version=2010-05-15 [headers: {'x-amzn-RequestId': '18002bf5-b711-4a7c-979a-d4f2ea42b35c', 'Date': 'Wed, 31 Dec 2025 19:33:14 GMT', 'Content-Type': 'application/json', 'Content-Length': '22518', 'connection': 'keep-alive'}]
2025-12-31 19:33:15,148 [DEBUG] Response: 200 https://cloudformation.us-east-1.amazonaws.com/?Action=DescribeStackResource&LogicalResourceId=AWSEBBeanstalkMetadata&ContentType=JSON&StackName=arn%3Aaws%3Acloudformation%3Aus-east-1%3A188701360622%3Astack%2Fawseb-e-5v3xfbcd6t-stack%2Fd5e7eea0-e5df-11f0-a0e2-0e2ff02919a1&Version=2010-05-15 [headers: {'x-amzn-RequestId': '1402ee4b-c56a-4451-a8a2-3ef4a4130ab2', 'Date': 'Wed, 31 Dec 2025 19:33:15 GMT', 'Content-Type': 'application/json', 'Content-Length': '4272', 'connection': 'keep-alive'}]
2025-12-31 19:33:26,910 [DEBUG] Response: 200 https://sqs.us-east-1.amazonaws.com/668920780829/495c887663f12f22ac494593d8313ff0d63326d41c0e179febde860e0279c81b/?Action=ReceiveMessage&Version=2012-11-05&MaxNumberOfMessages=1&AttributeName.1=All&WaitTimeSeconds=20 [headers: {'x-amzn-RequestId': '530ac12d-6f43-5709-86b0-a0e213f19355', 'Date': 'Wed, 31 Dec 2025 19:33:26 GMT', 'Content-Type': 'text/xml', 'Content-Length': '240', 'connection': 'keep-alive'}]
2025-12-31 19:33:46,938 [DEBUG] Response: 200 https://sqs.us-east-1.amazonaws.com/668920780829/495c887663f12f22ac494593d8313ff0d63326d41c0e179febde860e0279c81b/?Action=ReceiveMessage&Version=2012-11-05&MaxNumberOfMessages=1&AttributeName.1=All&WaitTimeSeconds=20 [headers: {'x-amzn-RequestId': '618b2989-f1ff-5c86-82a7-48468d39a764', 'Date': 'Wed, 31 Dec 2025 19:33:46 GMT', 'Content-Type': 'text/xml', 'Content-Length': '240', 'connection': 'keep-alive'}]
2025-12-31 19:33:54,269 [DEBUG] Response: 200 https://cloudformation.us-east-1.amazonaws.com/?Action=DescribeStackResource&LogicalResourceId=AWSEBAutoScalingGroup&ContentType=JSON&StackName=arn%3Aaws%3Acloudformation%3Aus-east-1%3A188701360622%3Astack%2Fawseb-e-5v3xfbcd6t-stack%2Fd5e7eea0-e5df-11f0-a0e2-0e2ff02919a1&Version=2010-05-15 [headers: {'x-amzn-RequestId': 'e3c78f64-ccd1-4011-9512-922ce7148b9c', 'Date': 'Wed, 31 Dec 2025 19:33:54 GMT', 'Content-Type': 'application/json', 'Content-Length': '22518', 'connection': 'keep-alive'}]
2025-12-31 19:33:54,572 [DEBUG] Response: 200 https://cloudformation.us-east-1.amazonaws.com/?Action=DescribeStackResource&LogicalResourceId=AWSEBBeanstalkMetadata&ContentType=JSON&StackName=arn%3Aaws%3Acloudformation%3Aus-east-1%3A188701360622%3Astack%2Fawseb-e-5v3xfbcd6t-stack%2Fd5e7eea0-e5df-11f0-a0e2-0e2ff02919a1&Version=2010-05-15 [headers: {'x-amzn-RequestId': 'c0e5286c-e839-4f6d-aaed-7c997aec15a0', 'Date': 'Wed, 31 Dec 2025 19:33:54 GMT', 'Content-Type': 'application/json', 'Content-Length': '4272', 'connection': 'keep-alive'}]
2025-12-31 19:34:06,967 [DEBUG] Response: 200 https://sqs.us-east-1.amazonaws.com/668920780829/495c887663f12f22ac494593d8313ff0d63326d41c0e179febde860e0279c81b/?Action=ReceiveMessage&Version=2012-11-05&MaxNumberOfMessages=1&AttributeName.1=All&WaitTimeSeconds=20 [headers: {'x-amzn-RequestId': '1a0d36d1-aab6-5f41-93cd-571ed66c57a5', 'Date': 'Wed, 31 Dec 2025 19:34:06 GMT', 'Content-Type': 'text/xml', 'Content-Length': '240', 'connection': 'keep-alive'}]
2025-12-31 19:34:26,998 [DEBUG] Response: 200 https://sqs.us-east-1.amazonaws.com/668920780829/495c887663f12f22ac494593d8313ff0d63326d41c0e179febde860e0279c81b/?Action=ReceiveMessage&Version=2012-11-05&MaxNumberOfMessages=1&AttributeName.1=All&WaitTimeSeconds=20 [headers: {'x-amzn-RequestId': 'f5f923ac-df55-54d3-86aa-4263a3bbba71', 'Date': 'Wed, 31 Dec 2025 19:34:26 GMT', 'Content-Type': 'text/xml', 'Content-Length': '240', 'connection': 'keep-alive'}]
2025-12-31 19:34:33,795 [DEBUG] Response: 200 https://cloudformation.us-east-1.amazonaws.com/?Action=DescribeStackResource&LogicalResourceId=AWSEBAutoScalingGroup&ContentType=JSON&StackName=arn%3Aaws%3Acloudformation%3Aus-east-1%3A188701360622%3Astack%2Fawseb-e-5v3xfbcd6t-stack%2Fd5e7eea0-e5df-11f0-a0e2-0e2ff02919a1&Version=2010-05-15 [headers: {'x-amzn-RequestId': '4411bb6f-2e8e-4b70-84e8-6f067de4ad6e', 'Date': 'Wed, 31 Dec 2025 19:34:33 GMT', 'Content-Type': 'application/json', 'Content-Length': '22518', 'connection': 'keep-alive'}]
2025-12-31 19:34:34,107 [DEBUG] Response: 200 https://cloudformation.us-east-1.amazonaws.com/?Action=DescribeStackResource&LogicalResourceId=AWSEBBeanstalkMetadata&ContentType=JSON&StackName=arn%3Aaws%3Acloudformation%3Aus-east-1%3A188701360622%3Astack%2Fawseb-e-5v3xfbcd6t-stack%2Fd5e7eea0-e5df-11f0-a0e2-0e2ff02919a1&Version=2010-05-15 [headers: {'x-amzn-RequestId': '9c8f6764-f60e-451f-a7db-37161d1175bd', 'Date': 'Wed, 31 Dec 2025 19:34:34 GMT', 'Content-Type': 'application/json', 'Content-Length': '4272', 'connection': 'keep-alive'}]
2025-12-31 19:34:47,027 [DEBUG] Response: 200 https://sqs.us-east-1.amazonaws.com/668920780829/495c887663f12f22ac494593d8313ff0d63326d41c0e179febde860e0279c81b/?Action=ReceiveMessage&Version=2012-11-05&MaxNumberOfMessages=1&AttributeName.1=All&WaitTimeSeconds=20 [headers: {'x-amzn-RequestId': 'b9959ff4-81c6-584d-a8a8-fe3bfcc5329a', 'Date': 'Wed, 31 Dec 2025 19:34:47 GMT', 'Content-Type': 'text/xml', 'Content-Length': '240', 'connection': 'keep-alive'}]
2025-12-31 19:35:07,054 [DEBUG] Response: 200 https://sqs.us-east-1.amazonaws.com/668920780829/495c887663f12f22ac494593d8313ff0d63326d41c0e179febde860e0279c81b/?Action=ReceiveMessage&Version=2012-11-05&MaxNumberOfMessages=1&AttributeName.1=All&WaitTimeSeconds=20 [headers: {'x-amzn-RequestId': '9d957315-caf9-5bbc-9c61-12dab7ee7f25', 'Date': 'Wed, 31 Dec 2025 19:35:07 GMT', 'Content-Type': 'text/xml', 'Content-Length': '240', 'connection': 'keep-alive'}]
2025-12-31 19:35:13,060 [DEBUG] Response: 200 https://cloudformation.us-east-1.amazonaws.com/?Action=DescribeStackResource&LogicalResourceId=AWSEBAutoScalingGroup&ContentType=JSON&StackName=arn%3Aaws%3Acloudformation%3Aus-east-1%3A188701360622%3Astack%2Fawseb-e-5v3xfbcd6t-stack%2Fd5e7eea0-e5df-11f0-a0e2-0e2ff02919a1&Version=2010-05-15 [headers: {'x-amzn-RequestId': '08abc97b-9312-4269-8478-2e44dbc632ae', 'Date': 'Wed, 31 Dec 2025 19:35:13 GMT', 'Content-Type': 'application/json', 'Content-Length': '22518', 'connection': 'keep-alive'}]
2025-12-31 19:35:13,386 [DEBUG] Response: 200 https://cloudformation.us-east-1.amazonaws.com/?Action=DescribeStackResource&LogicalResourceId=AWSEBBeanstalkMetadata&ContentType=JSON&StackName=arn%3Aaws%3Acloudformation%3Aus-east-1%3A188701360622%3Astack%2Fawseb-e-5v3xfbcd6t-stack%2Fd5e7eea0-e5df-11f0-a0e2-0e2ff02919a1&Version=2010-05-15 [headers: {'x-amzn-RequestId': '849b3797-f5fa-4a01-baaa-056f9ce017d6', 'Date': 'Wed, 31 Dec 2025 19:35:13 GMT', 'Content-Type': 'application/json', 'Content-Length': '4272', 'connection': 'keep-alive'}]
2025-12-31 19:35:22,472 [DEBUG] Response: 200 https://sqs.us-east-1.amazonaws.com/668920780829/495c887663f12f22ac494593d8313ff0d63326d41c0e179febde860e0279c81b/?Action=ReceiveMessage&Version=2012-11-05&MaxNumberOfMessages=1&AttributeName.1=All&WaitTimeSeconds=20 [headers: {'x-amzn-RequestId': 'e122e74f-4aa2-51d3-a2f5-8680378931ad', 'Date': 'Wed, 31 Dec 2025 19:35:22 GMT', 'Content-Type': 'text/xml', 'Content-Length': '6112', 'connection': 'keep-alive'}]
2025-12-31 19:35:23,263 [DEBUG] Response: 200 https://cloudformation.us-east-1.amazonaws.com/?Action=DescribeStackResource&LogicalResourceId=AWSEBAutoScalingGroup&ContentType=JSON&StackName=arn%3Aaws%3Acloudformation%3Aus-east-1%3A188701360622%3Astack%2Fawseb-e-5v3xfbcd6t-stack%2Fd5e7eea0-e5df-11f0-a0e2-0e2ff02919a1&Version=2010-05-15 [headers: {'x-amzn-RequestId': '9d94fe19-c403-4634-9d11-561591cde9e1', 'Date': 'Wed, 31 Dec 2025 19:35:23 GMT', 'Content-Type': 'application/json', 'Content-Length': '22518', 'connection': 'keep-alive'}]
2025-12-31 19:35:23,611 [DEBUG] Response: 200 https://cloudformation.us-east-1.amazonaws.com/?Action=DescribeStackResource&LogicalResourceId=AWSEBBeanstalkMetadata&ContentType=JSON&StackName=arn%3Aaws%3Acloudformation%3Aus-east-1%3A188701360622%3Astack%2Fawseb-e-5v3xfbcd6t-stack%2Fd5e7eea0-e5df-11f0-a0e2-0e2ff02919a1&Version=2010-05-15 [headers: {'x-amzn-RequestId': 'ac7d1548-e5b9-4582-a6ff-70b25de0e7f3', 'Date': 'Wed, 31 Dec 2025 19:35:23 GMT', 'Content-Type': 'application/json', 'Content-Length': '4272', 'connection': 'keep-alive'}]
2025-12-31 19:35:23,791 [DEBUG] Response: 200 https://sqs.us-east-1.amazonaws.com/668920780829/results/ [headers: {'x-amzn-RequestId': 'ab6ab21e-998d-59cd-a5c9-d3d1e4b612ee', 'Date': 'Wed, 31 Dec 2025 19:35:23 GMT', 'Content-Type': 'text/xml', 'Content-Length': '378', 'connection': 'keep-alive'}]
2025-12-31 19:35:23,818 [DEBUG] Response: 200 https://sqs.us-east-1.amazonaws.com/668920780829/495c887663f12f22ac494593d8313ff0d63326d41c0e179febde860e0279c81b/?Action=DeleteMessage&Version=2012-11-05&ReceiptHandle=AQEBneVcw2IvXGYTtP0x4O69T3nSt7Sa3SgxT%2F8iMSjVC49xWBpZJe%2FmdGeMhkoP%2FzQhUaTLa1pThbJy1sIte10D4YMorBq0q6P6NEei2EWsz%2BT9qcAYJFgoIvG7RJDQTmg%2BKm8ysQvgbqDpxLTbmqIjkeMbIWK1P6ftCsSwGjzqOOL2HmrVnHcJJgoWehvRfHS1hFVhYAPWJ3v5%2BsrG0RH%2FspoKNXVX9DsavukDMuShIq5dOf5dyUkDJ9%2BcDIvoTDZH%2B0JAE%2BNjhKX5SwtirfwGlrlQNwFTSFMe6ycgPl5ComjSkShM%2FU4nKSKc6VIzp2Vp844g6LH6cgQsPkLzjF934pCf9l1F6At7pMAoL050uC7e3EMTcpKy8iLKZjFU%2FkRNmhe5KYHP9uUmauDSq2tLvRXDd6cOXNHzW5MlWLU2kMQdIVtO%2B4DGrgAM1dJd%2FtazoMUKX8%2FupVmrRND0PxRu9Q%3D%3D [headers: {'x-amzn-RequestId': '2422fe63-8815-5a76-8089-9facf52ed9b5', 'Date': 'Wed, 31 Dec 2025 19:35:23 GMT', 'Content-Type': 'text/xml', 'Content-Length': '215', 'connection': 'keep-alive'}]
2025-12-31 19:35:43,842 [DEBUG] Response: 200 https://sqs.us-east-1.amazonaws.com/668920780829/495c887663f12f22ac494593d8313ff0d63326d41c0e179febde860e0279c81b/?Action=ReceiveMessage&Version=2012-11-05&MaxNumberOfMessages=1&AttributeName.1=All&WaitTimeSeconds=20 [headers: {'x-amzn-RequestId': '9a54be1f-df34-564d-abbf-dfd0a20f2b8f', 'Date': 'Wed, 31 Dec 2025 19:35:43 GMT', 'Content-Type': 'text/xml', 'Content-Length': '240', 'connection': 'keep-alive'}]
2025-12-31 19:35:52,755 [DEBUG] Response: 200 https://cloudformation.us-east-1.amazonaws.com/?Action=DescribeStackResource&LogicalResourceId=AWSEBAutoScalingGroup&ContentType=JSON&StackName=arn%3Aaws%3Acloudformation%3Aus-east-1%3A188701360622%3Astack%2Fawseb-e-5v3xfbcd6t-stack%2Fd5e7eea0-e5df-11f0-a0e2-0e2ff02919a1&Version=2010-05-15 [headers: {'x-amzn-RequestId': '0f01a05e-2b18-44bf-a657-b8e96843048d', 'Date': 'Wed, 31 Dec 2025 19:35:52 GMT', 'Content-Type': 'application/json', 'Content-Length': '22518', 'connection': 'keep-alive'}]
2025-12-31 19:35:53,061 [DEBUG] Response: 200 https://cloudformation.us-east-1.amazonaws.com/?Action=DescribeStackResource&LogicalResourceId=AWSEBBeanstalkMetadata&ContentType=JSON&StackName=arn%3Aaws%3Acloudformation%3Aus-east-1%3A188701360622%3Astack%2Fawseb-e-5v3xfbcd6t-stack%2Fd5e7eea0-e5df-11f0-a0e2-0e2ff02919a1&Version=2010-05-15 [headers: {'x-amzn-RequestId': '9552e27d-2af7-42fb-8dfc-23a5270de07f', 'Date': 'Wed, 31 Dec 2025 19:35:53 GMT', 'Content-Type': 'application/json', 'Content-Length': '4272', 'connection': 'keep-alive'}]
2025-12-31 19:36:03,873 [DEBUG] Response: 200 https://sqs.us-east-1.amazonaws.com/668920780829/495c887663f12f22ac494593d8313ff0d63326d41c0e179febde860e0279c81b/?Action=ReceiveMessage&Version=2012-11-05&MaxNumberOfMessages=1&AttributeName.1=All&WaitTimeSeconds=20 [headers: {'x-amzn-RequestId': '2ab5f1a1-15d0-587b-906b-906e689f5525', 'Date': 'Wed, 31 Dec 2025 19:36:03 GMT', 'Content-Type': 'text/xml', 'Content-Length': '240', 'connection': 'keep-alive'}]
2025-12-31 19:36:23,899 [DEBUG] Response: 200 https://sqs.us-east-1.amazonaws.com/668920780829/495c887663f12f22ac494593d8313ff0d63326d41c0e179febde860e0279c81b/?Action=ReceiveMessage&Version=2012-11-05&MaxNumberOfMessages=1&AttributeName.1=All&WaitTimeSeconds=20 [headers: {'x-amzn-RequestId': '6e9a6063-e605-5082-92af-01ac9b66b031', 'Date': 'Wed, 31 Dec 2025 19:36:23 GMT', 'Content-Type': 'text/xml', 'Content-Length': '240', 'connection': 'keep-alive'}]
2025-12-31 19:36:31,815 [DEBUG] Response: 200 https://cloudformation.us-east-1.amazonaws.com/?Action=DescribeStackResource&LogicalResourceId=AWSEBAutoScalingGroup&ContentType=JSON&StackName=arn%3Aaws%3Acloudformation%3Aus-east-1%3A188701360622%3Astack%2Fawseb-e-5v3xfbcd6t-stack%2Fd5e7eea0-e5df-11f0-a0e2-0e2ff02919a1&Version=2010-05-15 [headers: {'x-amzn-RequestId': '42912ac5-811b-4b88-9b1f-d9823cf6da34', 'Date': 'Wed, 31 Dec 2025 19:36:31 GMT', 'Content-Type': 'application/json', 'Content-Length': '22518', 'connection': 'keep-alive'}]
2025-12-31 19:36:32,122 [DEBUG] Response: 200 https://cloudformation.us-east-1.amazonaws.com/?Action=DescribeStackResource&LogicalResourceId=AWSEBBeanstalkMetadata&ContentType=JSON&StackName=arn%3Aaws%3Acloudformation%3Aus-east-1%3A188701360622%3Astack%2Fawseb-e-5v3xfbcd6t-stack%2Fd5e7eea0-e5df-11f0-a0e2-0e2ff02919a1&Version=2010-05-15 [headers: {'x-amzn-RequestId': 'f3bec6d7-1eb2-4f14-af40-f86263efa475', 'Date': 'Wed, 31 Dec 2025 19:36:32 GMT', 'Content-Type': 'application/json', 'Content-Length': '4272', 'connection': 'keep-alive'}]
2025-12-31 19:36:43,929 [DEBUG] Response: 200 https://sqs.us-east-1.amazonaws.com/668920780829/495c887663f12f22ac494593d8313ff0d63326d41c0e179febde860e0279c81b/?Action=ReceiveMessage&Version=2012-11-05&MaxNumberOfMessages=1&AttributeName.1=All&WaitTimeSeconds=20 [headers: {'x-amzn-RequestId': '400913fe-fff1-5b80-8112-72318286f6fe', 'Date': 'Wed, 31 Dec 2025 19:36:43 GMT', 'Content-Type': 'text/xml', 'Content-Length': '240', 'connection': 'keep-alive'}]
